number,state,value,datetime_start,datetime_complete,duration_sec,user_attrs_json,param_batch_size,param_epochs,param_eps,param_hop_length,param_lr,param_mel,param_n_fft,param_norm_p
59,FAIL,,2026-02-09T01:40:21.363697,2026-02-09T01:41:39.668080,78.304383,{},64,132,8.763428834302511e-05,128,0.0009253021605114206,OFF,2048,3.423874644770535
60,FAIL,,2026-02-09T01:41:39.678739,2026-02-09T01:42:58.342967,78.664228,{},64,135,6.2118336654783974e-06,128,0.0010325781982970317,OFF,2048,3.4039824410315505
61,FAIL,,2026-02-09T01:42:58.351469,2026-02-09T01:44:16.583802,78.232333,{},64,131,6.037238053518004e-06,128,0.0011330985256687675,OFF,2048,2.0427342604263465
62,FAIL,,2026-02-09T01:44:16.592194,2026-02-09T01:45:35.261814,78.66962,{},64,134,8.009816745567844e-05,128,0.0010609762043008377,OFF,2048,3.459760291834277
63,FAIL,,2026-02-09T01:45:35.271213,2026-02-09T01:46:53.555589,78.284376,{},64,133,9.132884047305636e-05,128,0.0011228095307556252,OFF,2048,2.8732255485342577
64,FAIL,,2026-02-09T01:46:53.564313,2026-02-09T01:48:12.154193,78.58988,{},64,132,9.037687484652605e-05,128,0.0011809376203070457,OFF,2048,2.0222695345170387
65,FAIL,,2026-02-09T01:48:12.163861,2026-02-09T01:49:30.244761,78.0809,{},64,134,2.7893546677249573e-05,128,0.0011131067003872905,OFF,2048,2.8554313513736713
66,FAIL,,2026-02-09T01:49:30.254459,2026-02-09T01:50:48.660793,78.406334,{},64,189,9.079805988903608e-05,128,0.0010682644573978572,OFF,2048,3.412311132461975
67,FAIL,,2026-02-09T01:50:48.669534,2026-02-09T01:52:06.919677,78.250143,{},64,133,5.5828262807699925e-06,128,0.0010788307525364577,OFF,2048,2.063330131638686
68,FAIL,,2026-02-09T01:52:06.928844,2026-02-09T01:53:25.390957,78.462113,{},64,127,7.857794247806714e-05,128,0.0012643453563412337,OFF,2048,3.434623666812359
69,FAIL,,2026-02-09T01:53:25.399834,2026-02-09T01:54:43.467738,78.067904,{},64,130,7.692848583959908e-05,128,0.0010039287910002252,OFF,2048,2.8682803918945137
70,FAIL,,2026-02-09T01:54:43.475903,2026-02-09T01:56:01.986137,78.510234,{},64,129,8.241484159466408e-05,128,0.001052321564397807,OFF,2048,2.901203112793446
71,FAIL,,2026-02-09T01:56:01.995569,2026-02-09T01:57:20.037371,78.041802,{},64,130,5.846727497905719e-06,128,0.0010298446142480632,OFF,2048,3.440050754756713
72,FAIL,,2026-02-09T01:57:20.045189,2026-02-09T01:58:38.599971,78.554782,{},64,134,6.747501286594244e-06,128,0.0012527478293544846,OFF,2048,3.4335948144591675
73,FAIL,,2026-02-09T01:58:38.608991,2026-02-09T01:59:56.966702,78.357711,{},64,133,6.352252106250807e-06,128,0.0012015981040072723,OFF,2048,3.407157425989892
74,FAIL,,2026-02-09T01:59:56.975358,2026-02-09T02:01:15.215905,78.240547,{},64,134,8.826149063596827e-08,128,0.0010840506492098396,OFF,2048,2.060895924026473
75,FAIL,,2026-02-09T02:01:15.223801,2026-02-09T02:02:33.399424,78.175623,{},64,128,1.0338671068101489e-07,128,0.001055650142308835,OFF,2048,2.0507528288891463
76,FAIL,,2026-02-09T02:02:33.408706,2026-02-09T02:03:52.079394,78.670688,{},64,136,8.509113558705897e-05,128,0.0010586778270297488,OFF,2048,3.403982450674266
77,FAIL,,2026-02-09T02:03:52.088506,2026-02-09T02:05:10.244568,78.156062,{},64,138,9.33149968641242e-05,128,0.0010840654074550724,OFF,2048,2.850612804321171
78,FAIL,,2026-02-09T02:05:10.253449,2026-02-09T02:06:28.634775,78.381326,{},64,127,5.334233336826592e-06,128,0.0010932427117076287,OFF,2048,3.4513996764777044
79,FAIL,,2026-02-09T02:06:28.643215,2026-02-09T02:07:46.799351,78.156136,{},64,127,5.3440857855144215e-06,128,0.0012495708963015722,OFF,2048,3.458825687259849
80,FAIL,,2026-02-09T02:07:46.809852,2026-02-09T02:09:05.455390,78.645538,{},64,132,6.071753646467424e-06,128,0.001087851631104669,OFF,2048,2.067136500147862
81,FAIL,,2026-02-09T02:09:05.464141,2026-02-09T02:10:23.560862,78.096721,{},64,133,8.282376127883064e-05,128,0.0010765320200617795,OFF,2048,2.8651028853273592
82,FAIL,,2026-02-09T02:10:23.570266,2026-02-09T02:11:42.174412,78.604146,{},64,129,5.499621811677184e-08,128,0.0010913758654465136,OFF,2048,2.9105127230266508
83,FAIL,,2026-02-09T02:11:42.182456,2026-02-09T02:13:00.342438,78.159982,{},64,133,6.164861280511368e-06,128,0.0010795304645381594,OFF,2048,2.8380985346675067
84,FAIL,,2026-02-09T02:13:00.351203,2026-02-09T02:14:18.945821,78.594618,{},64,131,5.942293753162078e-06,128,0.0010723905442388024,OFF,2048,3.4324423229040564
85,FAIL,,2026-02-09T02:14:18.954387,2026-02-09T02:15:37.334304,78.379917,{},64,155,5.865234999915135e-06,128,0.0010814928644561662,OFF,2048,3.44518028228329
86,FAIL,,2026-02-09T02:15:37.343583,2026-02-09T02:16:55.961729,78.618146,{},64,133,8.586933219974112e-05,128,0.0011238678383955066,OFF,2048,3.4260343813224505
87,FAIL,,2026-02-09T02:16:55.971681,2026-02-09T02:18:13.990726,78.019045,{},64,131,9.272180535010095e-05,128,0.001122125386124186,OFF,2048,3.492533450999173
88,FAIL,,2026-02-09T02:18:13.999997,2026-02-09T02:19:32.559471,78.559474,{},64,129,4.893379836571428e-06,128,0.001114099864913469,OFF,2048,3.4270643151821423
89,FAIL,,2026-02-09T02:19:32.567618,2026-02-09T02:20:50.492975,77.925357,{},64,128,2.573796807357298e-05,128,0.00041412781079008543,OFF,2048,3.487711010478453
90,PRUNED,18.849356633176406,2026-02-09T02:20:50.502572,2026-02-09T02:27:48.894125,418.391553,{},64,131,5.565037618223415e-06,512,0.0010157377609252259,OFF,2048,3.429977503667466
91,PRUNED,11.993816618124644,2026-02-09T02:27:48.902735,2026-02-09T02:31:22.266794,213.364059,{},64,156,8.776769837785934e-05,128,0.0004820989961586941,ON,2048,2.0998643452241064
92,PRUNED,31.578554316361746,2026-02-09T02:31:22.274383,2026-02-09T02:34:39.628076,197.353693,{},16,170,6.73375418808762e-08,512,0.002660117035067253,OFF,1024,2.874108120731031
93,PRUNED,4.183578159660101,2026-02-09T02:34:39.636474,2026-02-09T03:08:02.289205,2002.652731,{},64,186,3.0024654284417714e-05,512,0.0013065872789733294,ON,2048,2.742947890612994
94,COMPLETE,3.142157904803753,2026-02-09T03:08:02.298073,2026-02-09T03:50:36.592695,2554.294622,"{""best_epoch"": 118, ""effective_batch_size"": 64, ""output_dir"": ""./outputs/2026-02-09/03-08-02""}",64,180,7.253823433832299e-05,512,0.0017908562378438169,ON,2048,2.7021388204450187
95,PRUNED,9.695937261978786,2026-02-09T03:50:36.602753,2026-02-09T03:53:32.078193,175.47544,{},64,193,0.0003865385452480011,160,0.0022070803663020843,ON,2048,2.4895714813575642
96,PRUNED,9.53432698175311,2026-02-09T03:53:32.086659,2026-02-09T03:54:22.917202,50.830543,{},32,136,8.258077413045352e-05,512,0.000943382583856742,ON,2048,3.1028334982437396
97,PRUNED,15.758878984550636,2026-02-09T03:54:22.925261,2026-02-09T03:57:25.153357,182.228096,{},8,168,1.2228369772711959e-05,128,0.0034682794124196886,ON,1024,2.4070333770745136
98,PRUNED,14.434843817849954,2026-02-09T03:57:25.162341,2026-02-09T04:04:24.037247,418.874906,{},64,179,4.328776463397916e-05,512,0.0006278641595505122,OFF,2048,2.907209685510762
99,PRUNED,10.498561173677444,2026-02-09T04:04:24.046212,2026-02-09T04:07:20.133472,176.08726,{},64,151,0.00017835951488073397,160,0.0004203463657248812,ON,2048,3.247723865391044
